Booking_ID,Booking_Date,Check_In_Date,Check_Out_Date,Nights_Stayed,Room_Type,Nightly_Rate_NGN,Discount_Percent,Discounted_Nightly_Rate_NGN,Total_Revenue_NGN,Client_Segment,Company_Name,Booking_Channel,Booking_Status,Guest_Nationality,Number_of_Guests,Payment_Method,Sales_Rep,Month,Year,Quarter_Old,Quarter
BK03794,2024-03-21,2024-04-10,2024-04-22,12,Standard,45252,0,45252,543024,Corporate,9mobile,Travel Agent,Completed,French,4,POS,Emeka Okonkwo,April,2024,%Q,Q2
BK03795,2024-03-12,2024-03-12,2024-03-22,10,Suite,150301,0,150301,1503010,Airline Crew,Zenith Bank,Direct,Completed,Nigerian,2,Corporate Account,Emeka Okonkwo,March,2024,%Q,Q1
BK03796,2023-07-15,2023-09-04,2023-09-10,6,Deluxe,88820,0,88820,532920,MICE,Guinness Nigeria,Travel Agent,Confirmed,Nigerian,3,POS,Chioma Eze,September,2023,%Q,Q3
BK03797,2024-02-03,2024-03-04,2024-03-10,6,Standard,59495,0,59495,0,Leisure,Individual Guest,Travel Agent,Cancelled,American,2,Bank Transfer,Tunde Adeyemi,March,2024,%Q,Q1
BK03798,2023-05-18,2023-06-30,2023-07-07,7,Suite,147018,0,147018,1029126,Group,Individual Guest,Corporate Agreement,Completed,American,1,Bank Transfer,Direct Booking,June,2023,%Q,Q2
BK03799,2023-02-01,2023-02-05,2023-02-10,5,Standard,55583,0,55583,277915,Group,Individual Guest,Direct,Completed,Nigerian,2,POS,Amaka Osei,February,2023,%Q,Q1
BK03800,2023-08-31,2023-10-19,2023-10-26,7,Suite,167409,5,159039,0,Corporate,Federal Ministry of Works,Direct,Cancelled,Nigerian,3,Cash,Direct Booking,October,2023,%Q,Q4
BK03801,2024-02-26,2024-04-21,2024-05-03,12,Standard,45094,5,42839,514072,Leisure,Individual Guest,Direct,Completed,Nigerian,4,Credit Card,Chioma Eze,April,2024,%Q,Q2
BK03802,2023-01-01,2023-02-03,2023-02-14,11,Deluxe,73142,10,65828,724106,MICE,MTN Nigeria,Corporate Agreement,Completed,Nigerian,3,Credit Card,Amaka Osei,February,2023,%Q,Q1
BK03803,2023-04-27,2023-06-23,2023-07-02,9,Deluxe,76952,15,65409,588683,Government,Transcorp Hotels,Corporate Agreement,Confirmed,Kenyan,1,Corporate Account,Chioma Eze,June,2023,%Q,Q2
BK03804,2023-12-26,2024-01-23,2024-02-02,10,Suite,122412,0,122412,1224120,Leisure,Individual Guest,Walk In,Confirmed,Nigerian,2,POS,Direct Booking,January,2024,%Q,Q1
BK03805,2024-12-16,2024-12-19,2024-12-21,2,Suite,167258,0,167258,334516,Leisure,Individual Guest,Direct,Completed,Nigerian,2,Credit Card,Fatima Bello,December,2024,%Q,Q4
BK03806,2024-05-01,2024-05-14,2024-05-24,10,Executive,113843,5,108151,1081508,Group,Individual Guest,Corporate Agreement,Confirmed,Ghanaian,1,Cash,Direct Booking,May,2024,%Q,Q2
BK03807,2023-11-10,2023-12-25,2024-01-06,12,Suite,177023,5,168172,2018062,Leisure,Individual Guest,Corporate Agreement,Confirmed,British,1,Corporate Account,Chioma Eze,December,2023,%Q,Q4
BK03808,2024-01-04,2024-01-27,2024-02-10,14,Standard,63892,5,60697,849764,Corporate,Total Energies,Online Travel Agent,Completed,French,2,Corporate Account,Chioma Eze,January,2024,%Q,Q1
BK03809,2024-02-28,2024-04-05,2024-04-07,2,Deluxe,83456,20,66765,133530,Corporate,Nestle Nigeria,Travel Agent,Completed,American,1,Bank Transfer,Direct Booking,April,2024,%Q,Q2
BK03810,2024-01-27,2024-03-22,2024-03-31,9,Standard,48851,20,39081,351727,Corporate,Guinness Nigeria,Direct,Completed,British,1,Cash,Fatima Bello,March,2024,%Q,Q1
BK03811,2023-02-09,2023-03-10,2023-03-21,11,Standard,46605,15,39614,435757,Government,Nestle Nigeria,Online Travel Agent,Completed,Nigerian,4,Cash,Amaka Osei,March,2023,%Q,Q1
BK03812,2024-04-16,2024-05-17,2024-05-31,14,Standard,47773,15,40607,568499,Corporate,Oando PLC,Online Travel Agent,Confirmed,Nigerian,3,Bank Transfer,Amaka Osei,May,2024,%Q,Q2
BK03813,2024-09-06,2024-10-25,2024-11-05,11,Presidential,355180,20,284144,3125584,Corporate,Air Peace,Online Travel Agent,Completed,British,4,Cash,Fatima Bello,October,2024,%Q,Q4
BK03814,2024-10-27,2024-12-03,2024-12-05,2,Deluxe,74892,10,67403,134806,Corporate,Unilever Nigeria,Online Travel Agent,Completed,Nigerian,4,POS,Direct Booking,December,2024,%Q,Q4
BK03815,2024-05-16,2024-06-27,2024-07-10,13,Presidential,295798,5,281008,3653105,Leisure,Individual Guest,Online Travel Agent,Confirmed,Nigerian,4,Cash,Direct Booking,June,2024,%Q,Q2
BK03816,2023-06-09,2023-07-13,2023-07-19,6,Standard,63055,20,50444,302664,Corporate,Unilever Nigeria,Online Travel Agent,Completed,Nigerian,4,Corporate Account,Chioma Eze,July,2023,%Q,Q3
BK03817,2023-07-09,2023-09-02,2023-09-08,6,Presidential,337318,0,337318,2023908,Group,Individual Guest,Online Travel Agent,Completed,Nigerian,4,POS,Fatima Bello,September,2023,%Q,Q3
BK03818,2023-06-22,2023-07-01,2023-07-07,6,Standard,47629,0,47629,285774,Group,Individual Guest,Online Travel Agent,Confirmed,Nigerian,1,POS,Direct Booking,July,2023,%Q,Q3
BK03819,2023-12-26,2024-01-26,2024-02-08,13,Standard,63917,0,63917,830921,Corporate,Federal Ministry of Works,Corporate Agreement,Completed,Nigerian,2,Bank Transfer,Tunde Adeyemi,January,2024,%Q,Q1
BK03820,2023-08-05,2023-09-09,2023-09-22,13,Executive,109204,5,103744,1348669,Corporate,Lagos State Government,Online Travel Agent,Completed,South African,2,Cash,Emeka Okonkwo,September,2023,%Q,Q3
BK03821,2023-11-13,2023-12-04,2023-12-18,14,Deluxe,83878,5,79684,1115577,Group,Individual Guest,Corporate Agreement,Confirmed,Nigerian,3,Corporate Account,Fatima Bello,December,2023,%Q,Q4
BK03822,2024-05-24,2024-05-31,2024-06-02,2,Deluxe,88301,5,83886,167772,Corporate,Julius Berger,Online Travel Agent,Completed,Nigerian,2,Credit Card,Fatima Bello,May,2024,%Q,Q2
BK03823,2024-08-10,2024-08-15,2024-08-19,4,Executive,125152,0,125152,500608,Leisure,Individual Guest,Walk In,Completed,Ghanaian,4,Cash,Fatima Bello,August,2024,%Q,Q3
BK03824,2024-10-18,2024-10-21,2024-11-01,11,Suite,141342,0,141342,1554762,Airline Crew,Honeywell Group,Travel Agent,Completed,British,2,Cash,Emeka Okonkwo,October,2024,%Q,Q4
BK03825,2023-04-20,2023-05-09,2023-05-20,11,Deluxe,79889,5,75895,0,Group,Individual Guest,Direct,Cancelled,Chinese,3,Bank Transfer,Amaka Osei,May,2023,%Q,Q2
BK03826,2023-11-03,2023-12-27,2023-12-28,1,Presidential,286889,20,229511,0,Government,Oando PLC,Corporate Agreement,Cancelled,Nigerian,4,Credit Card,Direct Booking,December,2023,%Q,Q4
BK03827,2024-11-26,2024-12-19,2025-01-02,14,Executive,118090,5,112186,1570597,Airline Crew,Total Energies,Direct,Completed,Nigerian,4,Corporate Account,Amaka Osei,December,2024,%Q,Q4
BK03828,2023-01-01,2023-01-05,2023-01-18,13,Presidential,332686,0,332686,4324918,Corporate,Lagos State Government,Direct,Completed,South African,3,Cash,Fatima Bello,January,2023,%Q,Q1
BK03829,2023-01-17,2023-03-03,2023-03-16,13,Standard,45512,20,36410,473325,Corporate,Honeywell Group,Corporate Agreement,Completed,Nigerian,3,Cash,Tunde Adeyemi,March,2023,%Q,Q1
BK03830,2023-04-06,2023-06-03,2023-06-05,2,Standard,48499,0,48499,96998,MICE,Zenith Bank,Travel Agent,Completed,British,1,POS,Fatima Bello,June,2023,%Q,Q2
BK03831,2023-04-16,2023-06-09,2023-06-22,13,Presidential,314335,0,314335,4086355,Leisure,Individual Guest,Online Travel Agent,Completed,Nigerian,1,Bank Transfer,Fatima Bello,June,2023,%Q,Q2
BK03832,2023-10-29,2023-11-29,2023-12-11,12,Standard,51181,15,43504,522046,Corporate,Nigerian Ports Authority,Corporate Agreement,Completed,Kenyan,2,Cash,Emeka Okonkwo,November,2023,%Q,Q4
BK03833,2023-05-19,2023-07-11,2023-07-16,5,Suite,179545,10,161590,807952,Corporate,Federal Ministry of Works,Direct,Completed,Nigerian,3,Credit Card,Amaka Osei,July,2023,%Q,Q3
BK03834,2023-12-20,2024-02-03,2024-02-13,10,Deluxe,74721,0,74721,747210,Group,Individual Guest,Direct,Completed,Ghanaian,2,Corporate Account,Amaka Osei,February,2024,%Q,Q1
BK03835,2023-07-30,2023-08-23,2023-08-28,5,Executive,99067,10,89160,445802,Government,Glo Mobile,Direct,Completed,American,4,Bank Transfer,Direct Booking,August,2023,%Q,Q3
BK03836,2023-08-11,2023-09-13,2023-09-23,10,Standard,46686,0,46686,466860,Leisure,Individual Guest,Online Travel Agent,Completed,Nigerian,1,Credit Card,Chioma Eze,September,2023,%Q,Q3
BK03837,2024-08-23,2024-10-09,2024-10-22,13,Standard,50810,20,40648,0,Corporate,Chevron Nigeria,Corporate Agreement,Cancelled,Nigerian,4,Bank Transfer,Emeka Okonkwo,October,2024,%Q,Q4
BK03838,2023-01-22,2023-02-12,2023-02-22,10,Executive,111586,0,111586,1115860,Group,Individual Guest,Corporate Agreement,Confirmed,French,2,Bank Transfer,Chioma Eze,February,2023,%Q,Q1
BK03839,2024-10-25,2024-11-21,2024-11-25,4,Executive,118570,5,112642,450566,Group,Individual Guest,Online Travel Agent,Confirmed,German,3,Bank Transfer,Fatima Bello,November,2024,%Q,Q4
BK03840,2024-10-19,2024-12-14,2024-12-27,13,Suite,156170,5,148362,1928700,Corporate,Nigerian Breweries,Corporate Agreement,Completed,Nigerian,3,Bank Transfer,Fatima Bello,December,2024,%Q,Q4
BK03841,2023-10-28,2023-11-08,2023-11-18,10,Deluxe,72806,10,65525,655254,MICE,Unilever Nigeria,Direct,Completed,Nigerian,3,POS,Fatima Bello,November,2023,%Q,Q4
BK03842,2023-04-19,2023-04-26,2023-05-01,5,Suite,120448,10,108403,542016,MICE,Lafarge Africa,Walk In,Completed,American,2,POS,Emeka Okonkwo,April,2023,%Q,Q2
BK03843,2023-03-11,2023-05-04,2023-05-09,5,Deluxe,83506,10,75155,375777,Corporate,MTN Nigeria,Travel Agent,Completed,Ghanaian,4,Bank Transfer,Amaka Osei,May,2023,%Q,Q2
BK03844,2023-02-10,2023-02-13,2023-02-16,3,Presidential,382668,5,363535,1090604,Group,Individual Guest,Online Travel Agent,Completed,Indian,4,POS,Fatima Bello,February,2023,%Q,Q1
BK03845,2023-12-20,2024-01-08,2024-01-18,10,Presidential,269425,5,255954,2559538,Group,Individual Guest,Direct,Confirmed,Ghanaian,4,Credit Card,Amaka Osei,January,2024,%Q,Q1
BK03846,2024-09-16,2024-11-15,2024-11-21,6,Presidential,276681,20,221345,1328069,Government,GTCO,Corporate Agreement,Completed,British,2,Credit Card,Chioma Eze,November,2024,%Q,Q4
BK03847,2023-03-17,2023-04-27,2023-05-06,9,Standard,48116,5,45710,411392,Corporate,Dangote Group,Travel Agent,Completed,Nigerian,2,Corporate Account,Chioma Eze,April,2023,%Q,Q2
BK03848,2023-09-20,2023-10-24,2023-10-27,3,Suite,166875,5,158531,475594,Airline Crew,Nestle Nigeria,Corporate Agreement,Confirmed,South African,2,Corporate Account,Chioma Eze,October,2023,%Q,Q4
BK03849,2024-04-28,2024-05-03,2024-05-17,14,Deluxe,75180,20,60144,842016,Corporate,Nestle Nigeria,Walk In,Completed,Indian,2,Credit Card,Chioma Eze,May,2024,%Q,Q2
BK03850,2024-01-19,2024-03-10,2024-03-18,8,Standard,59686,5,56702,453614,Leisure,Individual Guest,Travel Agent,Confirmed,British,4,Credit Card,Direct Booking,March,2024,%Q,Q1
BK03851,2024-10-29,2024-12-26,2025-01-02,7,Executive,114817,10,103335,723347,Corporate,Honeywell Group,Direct,Completed,Nigerian,2,Cash,Direct Booking,December,2024,%Q,Q4
BK03852,2024-12-04,2024-12-05,2024-12-06,1,Deluxe,77165,0,77165,77165,Group,Individual Guest,Online Travel Agent,Completed,Nigerian,4,POS,Direct Booking,December,2024,%Q,Q4
BK03853,2023-09-19,2023-10-18,2023-10-31,13,Deluxe,81293,20,65034,845447,Corporate,NNPC,Travel Agent,Completed,Nigerian,2,POS,Direct Booking,October,2023,%Q,Q4
BK03854,2023-05-09,2023-07-02,2023-07-10,8,Executive,110331,10,99298,794383,Leisure,Individual Guest,Direct,Completed,British,2,POS,Amaka Osei,July,2023,%Q,Q3
BK03855,2024-06-16,2024-08-13,2024-08-17,4,Executive,107563,0,107563,430252,Airline Crew,Chevron Nigeria,Online Travel Agent,Completed,American,4,Bank Transfer,Fatima Bello,August,2024,%Q,Q3
BK03856,2023-08-28,2023-10-08,2023-10-11,3,Deluxe,81543,10,73389,220166,Government,Oando PLC,Direct,Completed,Nigerian,2,Cash,Fatima Bello,October,2023,%Q,Q4
BK03857,2023-02-25,2023-03-24,2023-04-05,12,Presidential,299043,0,299043,3588516,Group,Individual Guest,Online Travel Agent,Completed,Nigerian,3,Bank Transfer,Emeka Okonkwo,March,2023,%Q,Q1
BK03858,2024-03-15,2024-04-25,2024-05-09,14,Standard,61240,10,55116,771624,Leisure,Individual Guest,Corporate Agreement,Confirmed,French,3,POS,Chioma Eze,April,2024,%Q,Q2
BK03859,2024-07-28,2024-09-16,2024-09-26,10,Executive,107964,10,97168,971676,MICE,Oando PLC,Online Travel Agent,Completed,Indian,2,Bank Transfer,Tunde Adeyemi,September,2024,%Q,Q3
BK03860,2023-01-01,2023-01-12,2023-01-25,13,Presidential,343953,20,275162,3577111,Corporate,Flour Mills Nigeria,Corporate Agreement,Completed,Nigerian,3,Credit Card,Tunde Adeyemi,January,2023,%Q,Q1
BK03861,2023-12-01,2023-12-07,2023-12-13,6,Deluxe,76190,0,76190,457140,Group,Individual Guest,Corporate Agreement,Completed,Nigerian,4,POS,Amaka Osei,December,2023,%Q,Q4
BK03862,2024-10-15,2024-11-06,2024-11-18,12,Standard,48260,10,43434,521208,Corporate,Federal Ministry of Works,Online Travel Agent,Completed,American,4,Credit Card,Emeka Okonkwo,November,2024,%Q,Q4
BK03863,2024-07-13,2024-09-11,2024-09-12,1,Suite,168101,10,151291,151291,Corporate,Zenith Bank,Online Travel Agent,Completed,Chinese,2,Credit Card,Tunde Adeyemi,September,2024,%Q,Q3
BK03864,2023-03-24,2023-05-18,2023-05-25,7,Executive,127920,10,115128,805896,MICE,Oando PLC,Walk In,Completed,German,2,Credit Card,Tunde Adeyemi,May,2023,%Q,Q2
BK03865,2023-03-23,2023-04-25,2023-04-28,3,Standard,59462,0,59462,178386,Corporate,Guinness Nigeria,Travel Agent,Completed,American,2,Cash,Direct Booking,April,2023,%Q,Q2
BK03866,2023-02-14,2023-03-14,2023-03-17,3,Suite,158098,10,142288,426865,Leisure,Individual Guest,Online Travel Agent,Completed,Ghanaian,3,Bank Transfer,Amaka Osei,March,2023,%Q,Q1
BK03867,2023-07-24,2023-07-30,2023-08-03,4,Standard,62532,0,62532,0,Leisure,Individual Guest,Direct,Cancelled,Ghanaian,3,Cash,Direct Booking,July,2023,%Q,Q3
BK03868,2023-01-01,2023-01-28,2023-02-01,4,Presidential,275041,0,275041,1100164,Leisure,Individual Guest,Corporate Agreement,Confirmed,Nigerian,1,Bank Transfer,Chioma Eze,January,2023,%Q,Q1
BK03869,2023-04-11,2023-05-13,2023-05-15,2,Deluxe,79979,0,79979,159958,Corporate,Flour Mills Nigeria,Direct,Confirmed,Nigerian,4,Cash,Fatima Bello,May,2023,%Q,Q2
BK03870,2024-02-04,2024-03-10,2024-03-21,11,Executive,129927,0,129927,1429197,Leisure,Individual Guest,Direct,Completed,South African,4,POS,Chioma Eze,March,2024,%Q,Q1
BK03871,2023-07-26,2023-08-03,2023-08-14,11,Standard,54178,0,54178,595958,Corporate,GTCO,Direct,Completed,American,2,Cash,Chioma Eze,August,2023,%Q,Q3
BK03872,2023-01-22,2023-02-14,2023-02-21,7,Standard,46474,0,46474,325318,MICE,UBA Group,Direct,Completed,Nigerian,2,Bank Transfer,Chioma Eze,February,2023,%Q,Q1
BK03873,2023-08-06,2023-08-29,2023-09-04,6,Suite,168837,10,151953,911720,Leisure,Individual Guest,Direct,Completed,Nigerian,2,Credit Card,Tunde Adeyemi,August,2023,%Q,Q3
BK03874,2023-11-14,2024-01-01,2024-01-08,7,Executive,103550,10,93195,652365,Group,Individual Guest,Travel Agent,Completed,Nigerian,4,POS,Fatima Bello,January,2024,%Q,Q1
BK03875,2024-03-13,2024-04-09,2024-04-17,8,Executive,123701,20,98961,0,Government,Zenith Bank,Online Travel Agent,Cancelled,American,1,Credit Card,Tunde Adeyemi,April,2024,%Q,Q2
BK03876,2024-07-02,2024-08-10,2024-08-14,4,Executive,105534,20,84427,0,Corporate,Transcorp Hotels,Direct,Cancelled,Nigerian,3,Cash,Chioma Eze,August,2024,%Q,Q3
BK03877,2024-01-04,2024-02-24,2024-03-04,9,Standard,59950,0,59950,539550,MICE,Guinness Nigeria,Online Travel Agent,Completed,French,4,Corporate Account,Amaka Osei,February,2024,%Q,Q1
BK03878,2024-11-09,2024-11-24,2024-11-25,1,Standard,56397,10,50757,50757,Government,Airtel Nigeria,Corporate Agreement,Completed,French,3,POS,Amaka Osei,November,2024,%Q,Q4
BK03879,2024-09-23,2024-11-08,2024-11-15,7,Deluxe,71080,5,67526,472682,Leisure,Individual Guest,Online Travel Agent,Completed,Nigerian,2,POS,Tunde Adeyemi,November,2024,%Q,Q4
BK03880,2023-02-17,2023-03-25,2023-04-05,11,Suite,136492,0,136492,0,Corporate,Federal Ministry of Works,Online Travel Agent,Cancelled,Nigerian,2,Bank Transfer,Emeka Okonkwo,March,2023,%Q,Q1
BK03881,2024-04-20,2024-04-24,2024-05-05,11,Suite,132924,0,132924,1462164,Leisure,Individual Guest,Direct,Completed,American,3,Cash,Chioma Eze,April,2024,%Q,Q2
BK03882,2023-07-24,2023-08-13,2023-08-24,11,Suite,138508,15,117732,1295050,Government,Conoil,Walk In,Completed,Nigerian,4,Corporate Account,Fatima Bello,August,2023,%Q,Q3
BK03883,2024-10-22,2024-12-16,2024-12-25,9,Presidential,391045,5,371493,3343435,Airline Crew,Chevron Nigeria,Travel Agent,Completed,Nigerian,1,Bank Transfer,Amaka Osei,December,2024,%Q,Q4
BK03884,2023-04-12,2023-05-24,2023-06-04,11,Standard,54084,0,54084,594924,Corporate,GTCO,Walk In,Completed,German,4,Cash,Tunde Adeyemi,May,2023,%Q,Q2
BK03885,2024-11-12,2024-12-05,2024-12-13,8,Executive,96023,15,81620,652956,Government,FBN Holdings,Travel Agent,Confirmed,Indian,4,POS,Chioma Eze,December,2024,%Q,Q4
BK03886,2024-04-07,2024-05-10,2024-05-12,2,Executive,111850,10,100665,201330,Airline Crew,Shell Nigeria,Direct,Completed,Nigerian,3,Bank Transfer,Emeka Okonkwo,May,2024,%Q,Q2
BK03887,2024-06-15,2024-07-15,2024-07-22,7,Standard,48767,5,46329,324301,MICE,Unilever Nigeria,Online Travel Agent,Completed,Nigerian,3,Credit Card,Tunde Adeyemi,July,2024,%Q,Q3
BK03888,2023-01-31,2023-02-18,2023-03-02,12,Suite,134688,0,134688,1616256,MICE,Air Peace,Direct,Completed,Kenyan,4,Corporate Account,Direct Booking,February,2023,%Q,Q1
BK03889,2024-07-18,2024-09-07,2024-09-20,13,Standard,52005,10,46804,608458,Group,Individual Guest,Travel Agent,Confirmed,Nigerian,4,Corporate Account,Amaka Osei,September,2024,%Q,Q3
BK03890,2024-07-31,2024-09-01,2024-09-13,12,Presidential,287416,0,287416,3448992,Corporate,Chevron Nigeria,Direct,Completed,Kenyan,2,Bank Transfer,Amaka Osei,September,2024,%Q,Q3
BK03891,2023-03-10,2023-04-06,2023-04-15,9,Suite,136060,5,129257,1163313,Corporate,Access Bank,Walk In,Completed,American,1,Bank Transfer,Chioma Eze,April,2023,%Q,Q2
BK03892,2024-03-12,2024-04-19,2024-04-25,6,Standard,60552,15,51469,308815,Corporate,PZ Cussons,Walk In,Completed,Nigerian,3,Credit Card,Tunde Adeyemi,April,2024,%Q,Q2
BK03893,2024-11-12,2024-11-30,2024-12-08,8,Standard,55833,10,50250,401998,Corporate,Nestle Nigeria,Travel Agent,Completed,American,1,Bank Transfer,Tunde Adeyemi,November,2024,%Q,Q4
BK03894,2023-08-13,2023-09-22,2023-09-24,2,Standard,48720,0,48720,97440,Leisure,Individual Guest,Direct,Completed,Nigerian,4,Bank Transfer,Emeka Okonkwo,September,2023,%Q,Q3
BK03895,2023-08-17,2023-09-11,2023-09-23,12,Presidential,303451,5,288278,3459341,Corporate,Conoil,Direct,Completed,Nigerian,3,Cash,Direct Booking,September,2023,%Q,Q3
BK03896,2024-09-27,2024-10-24,2024-11-07,14,Executive,111013,0,111013,1554182,Group,Individual Guest,Direct,Completed,Nigerian,4,Cash,Tunde Adeyemi,October,2024,%Q,Q4
BK03897,2023-04-11,2023-05-07,2023-05-21,14,Standard,55245,0,55245,773430,Group,Individual Guest,Corporate Agreement,Completed,Nigerian,4,Credit Card,Direct Booking,May,2023,%Q,Q2
BK03898,2024-05-07,2024-06-30,2024-07-05,5,Suite,140616,0,140616,703080,Corporate,Airtel Nigeria,Direct,Completed,Nigerian,3,POS,Direct Booking,June,2024,%Q,Q2
BK03899,2024-06-13,2024-06-30,2024-07-02,2,Presidential,331512,0,331512,663024,Airline Crew,Total Energies,Direct,Completed,Nigerian,2,POS,Chioma Eze,June,2024,%Q,Q2
BK03900,2024-04-24,2024-06-07,2024-06-08,1,Deluxe,91943,0,91943,91943,Group,Individual Guest,Travel Agent,Completed,Nigerian,3,Bank Transfer,Fatima Bello,June,2024,%Q,Q2
BK03901,2024-05-20,2024-05-22,2024-05-28,6,Executive,128323,5,121907,731441,Corporate,Seplat Energy,Online Travel Agent,Completed,South African,3,Credit Card,Chioma Eze,May,2024,%Q,Q2
BK03902,2023-09-01,2023-10-15,2023-10-27,12,Executive,127266,0,127266,0,Leisure,Individual Guest,Travel Agent,No Show,Nigerian,2,Cash,Emeka Okonkwo,October,2023,%Q,Q4
BK03903,2023-10-23,2023-11-10,2023-11-17,7,Standard,46599,10,41939,293574,Leisure,Individual Guest,Online Travel Agent,Completed,Nigerian,3,Corporate Account,Tunde Adeyemi,November,2023,%Q,Q4
BK03904,2024-02-02,2024-03-20,2024-03-23,3,Executive,118865,5,112922,338765,MICE,Lafarge Africa,Corporate Agreement,Completed,South African,3,Cash,Fatima Bello,March,2024,%Q,Q1
BK03905,2023-01-16,2023-01-22,2023-02-01,10,Deluxe,73974,0,73974,739740,Corporate,Flour Mills Nigeria,Direct,Confirmed,Nigerian,4,Credit Card,Chioma Eze,January,2023,%Q,Q1
BK03906,2023-03-09,2023-04-05,2023-04-18,13,Standard,63792,5,60602,787831,MICE,Guinness Nigeria,Corporate Agreement,Confirmed,Nigerian,2,Corporate Account,Amaka Osei,April,2023,%Q,Q2
BK03907,2023-04-08,2023-05-20,2023-05-26,6,Standard,60627,20,48502,291010,Corporate,Unilever Nigeria,Travel Agent,Completed,Nigerian,2,Bank Transfer,Chioma Eze,May,2023,%Q,Q2
BK03908,2023-09-19,2023-11-01,2023-11-05,4,Presidential,383304,20,306643,1226573,Government,Flour Mills Nigeria,Walk In,Completed,Nigerian,2,Cash,Fatima Bello,November,2023,%Q,Q4
BK03909,2023-09-01,2023-09-06,2023-09-13,7,Executive,112340,5,106723,747061,Leisure,Individual Guest,Online Travel Agent,Completed,Ghanaian,3,Cash,Fatima Bello,September,2023,%Q,Q3
BK03910,2024-05-23,2024-06-03,2024-06-05,2,Executive,107651,0,107651,215302,Group,Individual Guest,Travel Agent,Completed,American,4,Credit Card,Direct Booking,June,2024,%Q,Q2
BK03911,2024-06-17,2024-06-25,2024-06-29,4,Deluxe,92373,15,78517,0,Corporate,Air Peace,Corporate Agreement,Cancelled,Nigerian,4,Credit Card,Direct Booking,June,2024,%Q,Q2
BK03912,2023-03-20,2023-04-15,2023-04-23,8,Suite,166562,0,166562,1332496,Corporate,FBN Holdings,Direct,Completed,Chinese,1,Cash,Chioma Eze,April,2023,%Q,Q2
BK03913,2023-05-24,2023-06-17,2023-06-26,9,Deluxe,86536,0,86536,778824,Corporate,Unilever Nigeria,Online Travel Agent,Completed,Chinese,2,Credit Card,Direct Booking,June,2023,%Q,Q2
BK03914,2024-03-23,2024-05-03,2024-05-16,13,Suite,164510,5,156284,2031698,Group,Individual Guest,Direct,Completed,Chinese,4,Credit Card,Fatima Bello,May,2024,%Q,Q2
BK03915,2024-03-28,2024-05-17,2024-05-25,8,Suite,131964,5,125366,1002926,Corporate,Lafarge Africa,Direct,Completed,French,2,Corporate Account,Tunde Adeyemi,May,2024,%Q,Q2
BK03916,2024-03-14,2024-03-27,2024-04-05,9,Presidential,359636,0,359636,3236724,MICE,Total Energies,Walk In,Confirmed,Nigerian,4,Credit Card,Amaka Osei,March,2024,%Q,Q1
BK03917,2024-03-29,2024-05-16,2024-05-24,8,Deluxe,72218,5,68607,548857,Corporate,Flour Mills Nigeria,Corporate Agreement,Completed,Nigerian,3,Corporate Account,Fatima Bello,May,2024,%Q,Q2
BK03918,2024-04-30,2024-05-23,2024-05-25,2,Suite,151221,5,143660,287320,Corporate,Air Peace,Direct,Completed,British,4,Bank Transfer,Tunde Adeyemi,May,2024,%Q,Q2
BK03919,2023-01-01,2023-02-01,2023-02-12,11,Presidential,344726,20,275781,3033589,Corporate,Lafarge Africa,Online Travel Agent,Completed,Kenyan,2,Bank Transfer,Tunde Adeyemi,February,2023,%Q,Q1
BK03920,2024-03-07,2024-05-02,2024-05-06,4,Suite,125612,10,113051,452203,Group,Individual Guest,Direct,Completed,Indian,3,Corporate Account,Tunde Adeyemi,May,2024,%Q,Q2
BK03921,2024-08-20,2024-10-16,2024-10-30,14,Standard,62219,0,62219,871066,Corporate,Air Peace,Direct,Confirmed,Nigerian,4,POS,Amaka Osei,October,2024,%Q,Q4
BK03922,2023-06-03,2023-06-10,2023-06-23,13,Presidential,323210,5,307050,3991644,Corporate,PZ Cussons,Corporate Agreement,Completed,Nigerian,2,Bank Transfer,Emeka Okonkwo,June,2023,%Q,Q2
BK03923,2023-06-12,2023-08-03,2023-08-05,2,Suite,173129,0,173129,346258,Group,Individual Guest,Corporate Agreement,Completed,American,4,Bank Transfer,Chioma Eze,August,2023,%Q,Q3
BK03924,2024-02-22,2024-04-01,2024-04-14,13,Standard,51478,0,51478,669214,Corporate,MTN Nigeria,Corporate Agreement,Completed,Nigerian,3,Bank Transfer,Emeka Okonkwo,April,2024,%Q,Q2
BK03925,2024-04-21,2024-04-21,2024-04-27,6,Deluxe,94059,10,84653,507919,Corporate,Guinness Nigeria,Direct,Completed,Nigerian,4,Corporate Account,Fatima Bello,April,2024,%Q,Q2
BK03926,2024-04-23,2024-06-12,2024-06-24,12,Executive,116269,0,116269,1395228,Corporate,Glo Mobile,Direct,Completed,Nigerian,3,Cash,Amaka Osei,June,2024,%Q,Q2
BK03927,2023-09-08,2023-10-31,2023-11-10,10,Executive,106532,15,90552,905522,Government,Lagos State Government,Direct,Completed,Nigerian,4,Credit Card,Emeka Okonkwo,October,2023,%Q,Q4
BK03928,2023-02-18,2023-04-17,2023-04-26,9,Standard,54438,0,54438,489942,MICE,Nestle Nigeria,Travel Agent,Confirmed,French,3,POS,Direct Booking,April,2023,%Q,Q2
BK03929,2023-01-04,2023-02-17,2023-02-28,11,Suite,179419,10,161477,1776248,Leisure,Individual Guest,Travel Agent,Confirmed,Nigerian,2,Cash,Tunde Adeyemi,February,2023,%Q,Q1
